gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g32636	g32636.t1	sp|Q5XV67|DMP7_ARATH	107	4	36	UniRef90_A0AAE1MZF1	0	0	1	PF05078	IPR007770	-	Protein of unknown function (DUF679)	Protein DMP
g32637	g32637.t1	sp|Q9XID3|Y1343_ARATH	290	15	4	UniRef90_A0AAE1MZN1	2	0	1	PF00069;PF00954;PF01453	IPR000719;IPR000858;IPR001480;IPR008271;IPR011009;IPR017441;IPR036426	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro);GO:0048544(InterPro)	Bulb-type lectin domain profile.;D-mannose binding lectin;Protein kinase domain;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;S-locus glycoprotein domain;Serine/Threonine protein kinases active-site signature.;alpha-D-mannose-specific plant lectins;blect_4;serkin_6	Bulb-type lectin domain;Bulb-type lectin domain superfamily;Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;S-locus glycoprotein domain;Serine/threonine-protein kinase, active site
g32638	g32638.t1	-	-	-	-	UniRef90_A0AAE1JX95	94	1	1	PF02992;PF13963	IPR004242;IPR029480	-	Transposase family tnp2;Transposase-associated domain	Transposase-associated domain;Transposon, En/Spm-like
g32639	g32639.t1	-	-	-	-	UniRef90_A0AAE1MN75	123	5	80	PF03004	IPR004252	-	Plant transposase (Ptta/En/Spm family)	Probable transposase, Ptta/En/Spm, plant
g32640	g32640.t1	-	-	-	-	UniRef90_V7C5B1	54	1	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g32641	g32641.t1	-	-	-	-	UniRef90_A0A1Q3BXR3	166	11	17	-	IPR001878	GO:0003676(InterPro);GO:0008270(InterPro)	Zinc finger CCHC-type profile.	Zinc finger, CCHC-type
g32642	g32642.t1	sp|Q2V465|SCP11_ARATH	179	9	9	UniRef90_A0AAE1MZF6	2	0	1	PF00450	IPR001563;IPR029058	GO:0004185(InterPro);GO:0006508(InterPro)	Serine carboxypeptidase;alpha/beta-Hydrolases	Alpha/Beta hydrolase fold;Peptidase S10, serine carboxypeptidase
g32643	g32643.t1	-	-	-	-	UniRef90_A0AAE1TD21	0	0	1	PF06839	IPR010666	GO:0008270(InterPro)	GRF zinc finger;Zinc finger GRF-type profile.	Zinc finger, GRF-type
g32644	g32644.t1	-	-	-	-	UniRef90_A0AAE1JBU0	19	0	1	-	-	-	-	-
g32645	g32645.t1	sp|Q9LT15|STP10_ARATH	148	2	1	UniRef90_A0AAE1TDU1	0	0	1	PF00083	IPR005828;IPR005829;IPR020846;IPR036259	GO:0016020(InterPro);GO:0022857(InterPro);GO:0055085(InterPro)	MFS general substrate transporter;Major facilitator superfamily (MFS) profile.;Sugar (and other) transporter;Sugar transport proteins signature 1.;Sugar transport proteins signature 2.	MFS transporter superfamily;Major facilitator superfamily domain;Major facilitator, sugar transporter-like;Sugar transporter, conserved site
g32646	g32646.t1	sp|C0LGK9|Y2242_ARATH	48	2	1	UniRef90_A0AAE1TCN4	1	0	1	PF13855	IPR001611	GO:0005515(InterPro)	L domain-like;Leucine rich repeat;Leucine-rich repeat profile.	Leucine-rich repeat
g32647	g32647.t1	sp|Q9LT15|STP10_ARATH	148	2	1	UniRef90_A0AAE1TDU1	0	0	1	PF00083	IPR005828;IPR005829;IPR020846;IPR036259	GO:0016020(InterPro);GO:0022857(InterPro);GO:0055085(InterPro)	MFS general substrate transporter;Major facilitator superfamily (MFS) profile.;Sugar (and other) transporter;Sugar transport proteins signature 1.;Sugar transport proteins signature 2.	MFS transporter superfamily;Major facilitator superfamily domain;Major facilitator, sugar transporter-like;Sugar transporter, conserved site
g32648	g32648.t1	sp|Q9LT15|STP10_ARATH	158	3	1	UniRef90_A0AAE1MZZ5	1	0	1	PF00083	IPR005828;IPR005829;IPR020846;IPR036259	GO:0016020(InterPro);GO:0022857(InterPro);GO:0055085(InterPro)	MFS general substrate transporter;Major facilitator superfamily (MFS) profile.;Sugar (and other) transporter;Sugar transport proteins signature 1.;Sugar transport proteins signature 2.	MFS transporter superfamily;Major facilitator superfamily domain;Major facilitator, sugar transporter-like;Sugar transporter, conserved site
g32649	g32649.t1	-	-	-	-	UniRef90_A0A2K3JJW6	80	3	4	PF13960	IPR025452	-	Domain of unknown function (DUF4218)	Domain of unknown function DUF4218
g32650	g32650.t1	-	-	-	-	UniRef90_A0A151RB25	43	1	11	PF13960	IPR025452	-	Domain of unknown function (DUF4218)	Domain of unknown function DUF4218
g32651	g32651.t1	sp|Q9FLE8|Y5986_ARATH	81	3	188	UniRef90_A0AAE1MZ06	1	0	1	PF00462;PF23733	IPR002109;IPR036249	-	GRXCR1/2, C-terminal domain;Glutaredoxin;Glutaredoxin domain profile.;Thioredoxin-like	Glutaredoxin;Thioredoxin-like superfamily
g32652	g32652.t1	sp|Q8LPN7|RNG1L_ARATH	44	2	192	UniRef90_A0AAE1MZT0	11	1	1	PF13639	IPR001841;IPR011016	GO:0008270(InterPro)	RING/U-box;Ring finger domain;Zinc finger RING-type profile.;ring_2;ringv_2	Zinc finger, RING-CH-type;Zinc finger, RING-type
g32653	g32653.t1	sp|Q7ZWS2|5N3BA_XENLA	159	5	46	UniRef90_A0AAE1MZ60	7	0	1	PF05822	IPR006434;IPR036412	GO:0000287(InterPro);GO:0005737(InterPro);GO:0008253(InterPro)	HAD-like;Pyrimidine 5'-nucleotidase (UMPH-1)	HAD-like superfamily;Pyrimidine 5'-nucleotidase, eukaryotic
g32654	g32654.t1	sp|Q6JN47|EIX1_SOLLC	160	7	9	UniRef90_UPI0010A56E9C	240	6	1	PF00560;PF08263;PF13855;PF23598	IPR001611;IPR003591;IPR013210;IPR055414	GO:0005515(InterPro)	L domain-like;LRR_sd22_2;LRR_typ_2;Leucine Rich Repeat;Leucine rich repeat;Leucine rich repeat N-terminal domain;Leucine-rich repeat profile.;Leucine-rich repeat region;RNI-like	Disease resistance R13L4/SHOC-2-like, LRR domain;Leucine-rich repeat;Leucine-rich repeat, typical subtype;Leucine-rich repeat-containing N-terminal, plant-type
g32655	g32655.t1	sp|Q6JN47|EIX1_SOLLC	75	4	27	UniRef90_UPI00240F7D92	57	2	1	PF08263;PF13855	IPR001611;IPR013210	GO:0005515(InterPro)	L domain-like;Leucine rich repeat;Leucine rich repeat N-terminal domain	Leucine-rich repeat;Leucine-rich repeat-containing N-terminal, plant-type
g32656	g32656.t1	sp|Q9SK03|RAP27_ARATH	185	13	17	UniRef90_A0AAE1MZE3	10	2	1	PF00847	IPR001471;IPR016177	GO:0003677(InterPro);GO:0003700(InterPro);GO:0006355(InterPro)	AP2 domain;AP2/ERF domain profile.;DNA-binding domain;rav1_2	AP2/ERF domain;DNA-binding domain superfamily
g32657	g32657.t1	sp|Q9FNB2|RRL_ARATH	65	1	122	UniRef90_A0AAE1MZL4	1	1	1	PF02582	IPR003734	-	RMND1/Sif2-Sif3/Mrx10, DUF155	Domain of unknown function DUF155
g32657	g32657.t2	sp|Q9FNB2|RRL_ARATH	66	0	122	UniRef90_A0AAE1MZM3	1	1	1	PF02582	IPR003734	-	RMND1/Sif2-Sif3/Mrx10, DUF155	Domain of unknown function DUF155
g32658	g32658.t1	-	-	-	-	UniRef90_A0AAE1MZ27	5	0	1	PF01063	IPR001544;IPR036038	GO:0003824(InterPro)	Amino-transferase class IV;D-aminoacid aminotransferase-like PLP-dependent enzymes	Aminotransferase class IV;Aminotransferase-like, PLP-dependent enzymes
g32659	g32659.t1	-	-	-	-	UniRef90_A0AAE1MZE8	0	0	1	PF25104	IPR056714	-	Domain of unknown function (DUF7812)	Domain of unknown function DUF7812
g32660	g32660.t1	sp|Q9LYZ0|PDP5_ARATH	305	17	608	UniRef90_A0AAE1TD16	3	0	1	PF00855	IPR000313	-	PWWP domain;PWWP domain profile.;PWWP_4;Tudor/PWWP/MBT	PWWP domain
g32661	g32661.t1	sp|Q9M1S3|ARP1_ARATH	97	10	22	UniRef90_A0AAE1TDR5	0	0	4	PF00076	IPR000504;IPR035979	GO:0003676(InterPro);GO:0003723(InterPro)	Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA-binding domain, RBD;rrm1_1	RNA recognition motif domain;RNA-binding domain superfamily
g32661	g32661.t2	sp|Q9M1S3|ARP1_ARATH	96	9	22	UniRef90_A0AAE1TDT6	0	0	4	PF00076	IPR000504;IPR035979	GO:0003676(InterPro);GO:0003723(InterPro)	Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA-binding domain, RBD;rrm1_1	RNA recognition motif domain;RNA-binding domain superfamily
g32662	g32662.t1	sp|O04937|DHEA_NICPL	84	0	7	UniRef90_A0AAE1TC25	2	0	1	PF00208;PF02812	IPR006096;IPR006097;IPR033524;IPR036291;IPR046346	GO:0006520(InterPro);GO:0016491(InterPro)	Aminoacid dehydrogenase-like, N-terminal domain;ELFV_dehydrog_3;Glu / Leu / Phe / Val dehydrogenases active site.;Glu/Leu/Phe/Val dehydrogenase, dimerisation domain;Glutamate/Leucine/Phenylalanine/Valine dehydrogenase;NAD(P)-binding Rossmann-fold domains	Aminoacid dehydrogenase-like, N-terminal domain superfamily;Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal;Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain;Leu/Phe/Val dehydrogenases active site;NAD(P)-binding domain superfamily
g32663	g32663.t1	sp|Q6GQ39|TM135_XENLA	125	5	58	UniRef90_A0AAE1MZ52	3	0	1	PF02466;PF15982	IPR031926	-	N-terminal cysteine-rich region of Transmembrane protein 135;Tim17/Tim22/Tim23/Pmp24 family	Transmembrane protein 135, N-terminal domain
g32664	g32664.t1	sp|Q93VI4|PABN1_ARATH	60	7	6	UniRef90_A0AAE1MZD3	0	0	1	PF00076	IPR000504;IPR035979	GO:0003676(InterPro);GO:0003723(InterPro)	Eukaryotic RNA Recognition Motif (RRM) profile.;RNA recognition motif;RNA-binding domain, RBD;rrm1_1	RNA recognition motif domain;RNA-binding domain superfamily
g32665	g32665.t1	sp|Q3E906|CD205_ARATH	203	8	26	UniRef90_A0AAE1MZL7	0	0	1	PF24807	IPR001680;IPR019775;IPR036322;IPR056150	GO:0005515(InterPro)	CDC20/Fizzy WD40 domain;Trp-Asp (WD) repeats circular profile.;Trp-Asp (WD) repeats profile.;Trp-Asp (WD) repeats signature.;WD40 repeat-like;WD40_4	CDC20/Fizzy, WD40 domain;WD40 repeat;WD40 repeat, conserved site;WD40-repeat-containing domain superfamily
g32666	g32666.t1	sp|Q9LU64|SODF2_ARATH	89	1	31	UniRef90_A0AAE1MZK1	1	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32667	g32667.t1	-	-	-	-	UniRef90_A0AAE1JT11	34	2	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g32668	g32668.t1	sp|Q9SR05|ANX1_ARATH	167	8	26	UniRef90_UPI0010A38565	110	5	1	PF07714	IPR000719;IPR001245;IPR011009;IPR017441	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Protein tyrosine and serine/threonine kinase	Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain
g32669	g32669.t1	sp|Q94HW2|POLR1_ARATH	124	0	39	UniRef90_A0AAE1TIV0	20	0	1	-	IPR043502	-	DNA/RNA polymerases	DNA/RNA polymerase superfamily
g32669	g32669.t2	sp|Q94HW2|POLR1_ARATH	217	7	11	UniRef90_A0AAE1MEP0	53	2	1	-	IPR043502	-	DNA/RNA polymerases	DNA/RNA polymerase superfamily
g32670	g32670.t1	sp|P28759|SODF_SOYBN	40	3	39	UniRef90_A0AAE1MZ19	1	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32670	g32670.t2	sp|P28759|SODF_SOYBN	40	3	38	UniRef90_A0AAE1MZ19	1	1	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t1	sp|P28759|SODF_SOYBN	44	2	10	UniRef90_A0AAE1TCM6	3	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t2	sp|P28759|SODF_SOYBN	43	2	10	UniRef90_A0AAE1TCM6	3	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t3	sp|P28759|SODF_SOYBN	42	2	10	UniRef90_A0AAE1TCM6	2	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t4	sp|P28759|SODF_SOYBN	42	2	10	UniRef90_A0AAE1TCM6	2	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t5	sp|P28759|SODF_SOYBN	42	2	10	UniRef90_A0AAE1TCM6	2	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t6	sp|P28759|SODF_SOYBN	43	2	10	UniRef90_A0AAE1TCM6	4	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32671	g32671.t7	sp|P28759|SODF_SOYBN	42	2	10	UniRef90_A0AAE1TCM6	2	0	1	PF00081;PF02777	IPR019831;IPR019832;IPR019833;IPR036314;IPR036324	GO:0004784(InterPro);GO:0006801(InterPro);GO:0046872(InterPro)	Fe,Mn superoxide dismutase (SOD), C-terminal domain;Fe,Mn superoxide dismutase (SOD), N-terminal domain;Iron/manganese superoxide dismutases, C-terminal domain;Iron/manganese superoxide dismutases, alpha-hairpin domain;Manganese and iron superoxide dismutases signature.	Manganese/iron superoxide dismutase, C-terminal;Manganese/iron superoxide dismutase, C-terminal domain superfamily;Manganese/iron superoxide dismutase, N-terminal;Manganese/iron superoxide dismutase, N-terminal domain superfamily;Manganese/iron superoxide dismutase, binding site
g32672	g32672.t1	sp|P92976|SSL11_ARATH	169	5	17	UniRef90_A0AAE1MZR0	0	0	1	PF03088;PF20067	IPR018119	-	Calcium-dependent phosphotriesterase;Strictosidine synthase;Strictosidine synthase-like, N-terminal	Strictosidine synthase, conserved region
g32673	g32673.t1	sp|Q38775|CDC2D_ANTMA	11	0	1	UniRef90_A0AAE1MZ39	0	0	1	PF00069	IPR000719;IPR011009	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Protein kinase domain;Protein kinase domain profile.;Protein kinase-like (PK-like)	Protein kinase domain;Protein kinase-like domain superfamily
g32674	g32674.t1	sp|O64732|U87A1_ARATH	214	6	14	UniRef90_A0AAE1MZJ1	1	0	1	PF00201	IPR002213	GO:0008194(InterPro)	UDP-Glycosyltransferase/glycogen phosphorylase;UDP-glucoronosyl and UDP-glucosyl transferase	UDP-glucuronosyl/UDP-glucosyltransferase
g32675	g32675.t1	sp|Q8RWU6|NHX6_ARATH	5	0	21	UniRef90_A0AAE1MKC0	3	0	1	-	-	-	-	-
g32676	g32676.t1	sp|Q9LU63|ATP1_ARATH	49	1	48	UniRef90_A0AAE1TD06	2	0	1	PF01329	IPR001533;IPR036428	GO:0006729(InterPro);GO:0008124(InterPro)	PCD-like;Pterin 4 alpha carbinolamine dehydratase	Pterin 4 alpha carbinolamine dehydratase;Pterin 4 alpha carbinolamine dehydratase superfamily
g32677	g32677.t1	sp|Q84WM7|PPME1_ARATH	156	2	22	UniRef90_A0AAE1TDQ5	1	0	1	PF01095	IPR000070;IPR011050;IPR033131	GO:0030599(InterPro);GO:0042545(InterPro)	Pectin lyase-like;Pectinesterase;Pectinesterase signature 2.	Pectin lyase fold/virulence factor;Pectinesterase, Asp active site;Pectinesterase, catalytic
g32678	g32678.t1	-	-	-	-	UniRef90_A0AAE1TDS5	0	0	1	-	-	-	-	-
g32679	g32679.t1	-	-	-	-	UniRef90_A0AAE1TCL9	1	0	1	-	-	-	-	-
g32680	g32680.t1	sp|Q4PJX1|ODR4_MOUSE	258	19	25	UniRef90_A0AAE1TC16	2	0	1	PF14778	IPR029454	-	Odorant response abnormal 4-like	ODR-4-like
g32681	g32681.t1	sp|Q42783|BCCP_SOYBN	83	4	69	UniRef90_A0AAE1MZW7	0	0	1	PF00364	IPR000089;IPR001882;IPR011053	-	Biotin-requiring enzyme;Biotin-requiring enzymes attachment site.;Biotinyl/lipoyl domain profile.;Single hybrid motif	Biotin-binding site;Biotin/lipoyl attachment;Single hybrid motif
g32682	g32682.t1	sp|Q9FL79|EXP23_ARATH	82	3	28	UniRef90_A0AAE1MZQ3	0	0	1	PF01357;PF03330	IPR007112;IPR007117;IPR009009;IPR036749;IPR036908	-	Barwin-like endoglucanases;Expansin C-terminal domain;Expansin, Cellulose-binding-like domain profile.;Expansin, family-45 endoglucanase-like domain profile.;Lytic transglycolase;PHL pollen allergen;dpbb_1	Expansin, cellulose-binding-like domain;Expansin, cellulose-binding-like domain superfamily;Expansin/pollen allergen, DPBB domain;RlpA-like domain superfamily;RlpA-like protein, double-psi beta-barrel domain
g32683	g32683.t1	sp|Q8LE94|RING3_ARATH	114	4	1	UniRef90_A0AAE1MZ31	0	0	1	PF13639	IPR001841	-	RING/U-box;Ring finger domain;Zinc finger RING-type profile.;ring_2	Zinc finger, RING-type
g32683	g32683.t2	sp|Q8LE94|RING3_ARATH	105	5	1	UniRef90_A0AAE1MZ31	0	1	1	PF13639	IPR001841	-	RING/U-box;Ring finger domain;Zinc finger RING-type profile.;ring_2	Zinc finger, RING-type
g32684	g32684.t1	sp|Q9FMB4|AUG5_ARATH	199	4	1	UniRef90_A0AAE1MZB1	2	0	1	PF14817	IPR029131	GO:0051225(InterPro);GO:0070652(InterPro)	HAUS augmin-like complex subunit 5	HAUS augmin-like complex subunit 5
g32685	g32685.t1	-	-	-	-	UniRef90_A0AAE1MZJ9	2	0	1	PF01190	-	-	Pollen protein Ole e 1 like	-
g32686	g32686.t1	sp|Q9STF3|PP265_ARATH	183	1	31	UniRef90_A0AAE1MZI1	1	0	1	PF01535;PF13041;PF14432;PF20431	IPR002885;IPR032867;IPR046848	GO:0008270(InterPro)	DYW family of nucleic acid deaminases;E motif;PPR repeat;PPR repeat family;Pentatricopeptide (PPR) repeat profile.	DYW domain;E motif;Pentatricopeptide repeat
g32687	g32687.t1	sp|Q9SRU2|BIG_ARATH	1636	46	1	UniRef90_A0AAE1MZ72	4	0	1	PF00569;PF13764;PF24079	IPR000433;IPR003126;IPR016024;IPR025704;IPR056530	GO:0008270(InterPro)	ARM repeat;E3 ubiquitin-protein ligase UBR4;E3 ubiquitin-protein ligase UBR4-like domain;Putative isomerase YbhE;RING/U-box;UBR4 E3 catalytic module profile.;Zinc finger UBR-type profile.;Zinc finger ZZ-type profile.;Zinc finger ZZ-type signature.;Zinc finger, ZZ type;push_1;zz_5	Armadillo-type fold;E3 ubiquitin ligase UBR4, C-terminal;E3 ubiquitin-protein ligase UBR4-like domain;Zinc finger, UBR-type;Zinc finger, ZZ-type
g32688	g32688.t1	sp|Q4V398|RRT1_ARATH	147	4	25	UniRef90_A0AAE1MZ01	16	0	1	PF10250	IPR019378	-	GDP-fucose protein O-fucosyltransferase	GDP-fucose protein O-fucosyltransferase
g32689	g32689.t1	-	-	-	-	UniRef90_A0A1Q3B6R2	194	11	7	PF14223	-	-	gag-polypeptide of LTR copia-type	-
g32690	g32690.t1	-	-	-	-	UniRef90_A0AAE1MHF9	2	0	1	PF13960	IPR025452	-	Domain of unknown function (DUF4218)	Domain of unknown function DUF4218
g32691	g32691.t1	-	-	-	-	UniRef90_A0AAE1JX95	106	1	1	PF02992;PF13963	IPR004242;IPR029480	-	Transposase family tnp2;Transposase-associated domain	Transposase-associated domain;Transposon, En/Spm-like
g32692	g32692.t1	sp|Q9CAA4|BIM2_ARATH	167	11	3	UniRef90_A0AAE1TD01	6	0	1	PF00010	IPR011598;IPR036638	GO:0046983(InterPro)	HLH, helix-loop-helix DNA-binding domain;Helix-loop-helix DNA-binding domain;Myc-type, basic helix-loop-helix (bHLH) domain profile.;finulus	Helix-loop-helix DNA-binding domain superfamily;Myc-type, basic helix-loop-helix (bHLH) domain
g32693	g32693.t1	sp|Q8GZ81|OFT27_ARATH	198	5	1	UniRef90_A0AAE1TDQ1	3	0	1	PF10250	IPR019378	-	GDP-fucose protein O-fucosyltransferase	GDP-fucose protein O-fucosyltransferase
g32694	g32694.t1	sp|Q9LFV3|CRLK2_ARATH	143	5	1	UniRef90_A0AAE1TDR9	2	0	1	PF07714	IPR000719;IPR001245;IPR008271;IPR011009;IPR017441	GO:0004672(InterPro);GO:0005524(InterPro);GO:0006468(InterPro)	Prokaryotic membrane lipoprotein lipid attachment site profile.;Protein kinase domain profile.;Protein kinase-like (PK-like);Protein kinases ATP-binding region signature.;Protein tyrosine and serine/threonine kinase;Serine/Threonine protein kinases active-site signature.;serkin_6	Protein kinase domain;Protein kinase, ATP binding site;Protein kinase-like domain superfamily;Serine-threonine/tyrosine-protein kinase, catalytic domain;Serine/threonine-protein kinase, active site
g32695	g32695.t1	-	-	-	-	UniRef90_A0AAE1JX95	26	0	1	-	-	-	-	-
g32696	g32696.t1	-	-	-	-	UniRef90_A0AAE1MHF9	39	0	1	-	-	-	-	-
g32697	g32697.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g32698	g32698.t1	-	-	-	-	UniRef90_A0AAE1TC11	0	0	1	-	-	-	-	-
g32699	g32699.t1	sp|Q94HW2|POLR1_ARATH	141	1	9	UniRef90_A0AAE1JV86	22	0	11	-	-	-	-	-
g32700	g32700.t1	sp|Q94HW2|POLR1_ARATH	171	1	12	UniRef90_A0AAE1JV86	22	0	55	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
g32701	g32701.t1	sp|Q94HW2|POLR1_ARATH	65	1	11	UniRef90_A0ABY9DMZ2	28	0	1	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
